epoch,train_loss,train_task_loss,train_kd_loss,train_kl_loss,train_path_loss,train_topo_loss,train_topk_loss,val_metric,val_loss,lr,train_subgraph_loss
1,0.5778430278680121,0.1710577335410802,0.4067852933739507,0.1637775054735731,0.0,0.0,0.31330369332040003,0.6233695252792475,0.19421589555162372,0.001,0.0622422283500895
2,0.5248949240113414,0.1538209863974489,0.3710739378088204,0.14565516156397124,0.0,0.0,0.28888297889583797,0.647162208504801,0.17151499387215485,0.001,0.05352954325345598
3,0.5142308041568875,0.15238052792847157,0.36185027601182923,0.14458084617589795,0.0,0.0,0.268423546076745,0.6433439888300999,0.17654249571602454,0.001,0.050321152809169864
4,0.5037699359100919,0.15020326743725426,0.3535666695629904,0.14308428651718205,0.0,0.0,0.23144921614218128,0.6418834509112287,0.16031943374510968,0.001,0.04820021906102351
5,0.4966213369323302,0.15001121271661547,0.3466101244900578,0.14223916819968888,0.0,0.0,0.1871288505982059,0.6814404516950814,0.13722038438374345,0.001,0.04785282195134218
6,0.49221977094809216,0.14868497037032777,0.34353479997132175,0.1416169025523718,0.0,0.0,0.16852202647647194,0.6805984224965707,0.12972027238345507,0.001,0.04856120127924653
7,0.49184470017289006,0.14950673361561556,0.3423379658497581,0.14140150716253955,0.0,0.0,0.16197175376637038,0.6629862335880854,0.13106690347194672,0.001,0.04914059660346933
8,0.48973330965106804,0.14835473025838533,0.3413785805766897,0.1413792143900727,0.0,0.0,0.15972458409477575,0.6262186458945719,0.13064926653874642,0.001,0.04943293357600075
9,0.48848086456919826,0.14826233401288128,0.34021852910518646,0.14076305847874906,0.0,0.0,0.15743284320184428,0.7036792083088379,0.09559361444729747,0.001,0.04948445265145265
10,0.48800262762594593,0.14808838039116803,0.3399142472780952,0.14074182524815088,0.0,0.0,0.15626092977070993,0.6904363854595336,0.10074718132840865,0.001,0.04961113682262195
11,0.4856251302615617,0.1469093224885621,0.33871580775856047,0.14058574508557947,0.0,0.0,0.15543239615684332,0.6943678963354889,0.11307596911986668,0.001,0.05001953343839147
12,0.48864710330963135,0.14960833526281422,0.339038766978323,0.1409185012701408,0.0,0.0,0.15631443643292717,0.7059205369390555,0.097168320846377,0.001,0.049933581418076224
13,0.4880296508240145,0.14893690730596698,0.3390927421030148,0.1411029436271782,0.0,0.0,0.15451001589612443,0.6927848814422889,0.10276950760321184,0.001,0.05015971839370192
14,0.48529603719249254,0.14803828138771447,0.3372577568588331,0.14043568582959878,0.0,0.0,0.15362353342794632,0.6266503772290809,0.09642542006843018,0.001,0.050061451834301614
15,0.4846742313730624,0.14807840765186753,0.33659582567769425,0.14040854850480722,0.0,0.0,0.15318414516920267,0.6915815451695081,0.10159828886389732,0.001,0.05002355965417485
16,0.48341927787130196,0.14733889365438804,0.33608038492443026,0.13998987846249758,0.0,0.0,0.1527922676168671,0.687375992063492,0.10643095551340868,0.001,0.05014190500847591
17,0.482431701218435,0.1473745115953245,0.33505718825861464,0.1401482963169268,0.0,0.0,0.15237041438619295,0.6442396017048795,0.12187802678707874,0.001,0.05014171520637911
18,0.4823080277027086,0.1474335384374672,0.33487448951070625,0.13986957107865533,0.0,0.0,0.15255497101434443,0.6694775132275133,0.10417056416697575,0.001,0.050293623823528144
19,0.48199541964965276,0.14679031909349582,0.33520510215167854,0.13987262723173283,0.0,0.0,0.1533119326183038,0.6768445032333921,0.09931348941542885,0.001,0.05035070281533539
20,0.482298169025155,0.147266119242061,0.33503204942211623,0.14026879447028617,0.0,0.0,0.15185818154104921,0.6798513129531647,0.11585013105562239,0.001,0.05046619404136211
21,0.48326808745546856,0.14867284346747306,0.3345952430783316,0.1400008508574593,0.0,0.0,0.1514154101844675,0.7014899323927102,0.09829104003129584,0.001,0.0502671957117065
22,0.48151381452416264,0.1471246392285639,0.33438917543998986,0.13993671250551246,0.0,0.0,0.15074456223221713,0.6927772266313933,0.10544937724868457,0.001,0.0503785651061655
23,0.4812308531398921,0.14726811573053747,0.333962737127792,0.13958412379950516,0.0,0.0,0.1519859616262044,0.6927512002743483,0.09109098774691422,0.001,0.05048346470377242
24,0.4806485620811004,0.14748810380408467,0.33316045768501223,0.1397511807176494,0.0,0.0,0.15091260713200236,0.6684333970213601,0.09616333556671937,0.001,0.05035681209649689
25,0.4794670562873515,0.14663539668039757,0.33283165963583217,0.13947543218847394,0.0,0.0,0.15184123380932696,0.6077123750734862,0.09323936091227965,0.001,0.05041088664889798
26,0.4791643136693526,0.14641383313393408,0.3327504806509314,0.1393351103792819,0.0,0.0,0.15145060347840766,0.6713315084264159,0.0915174266944329,0.001,0.0502263445248322
