epoch,train_loss,train_task_loss,train_kd_loss,train_kl_loss,train_path_loss,train_topo_loss,train_topk_loss,val_metric,val_loss,lr,train_subgraph_loss
1,1.6715886781090183,0.616694618996821,1.054894053622296,0.6147937947197964,0.0,0.0,2.0231108634095443,0.6082417582417583,0.883572006225586,0.001,0.23167323242676885
2,1.5712217751302218,0.5870059877634048,0.9842157834454587,0.5873850003669137,0.0,0.0,1.8032613835836713,0.6391941391941393,0.6681855916976929,0.001,0.2132662719017581
3,1.5522805922909786,0.5770956152363828,0.9751849739175094,0.5836972100170035,0.0,0.0,1.7480271866447048,0.6331501831501832,2.5527458012104036,0.001,0.2232749940533387
4,1.5523610271905597,0.586275231681372,0.9660858072732624,0.5846540692605471,0.0,0.0,1.6909604982325905,0.5897435897435898,1.6356656551361084,0.001,0.20961206798490725
5,1.5369296199397038,0.5761353232358631,0.960794304546557,0.582707637234738,0.0,0.0,1.6748672692399276,0.6355311355311356,1.1998124718666077,0.001,0.21131442957802823
6,1.5170985083830983,0.5694768185678282,0.9476216921680852,0.5794195046550349,0.0,0.0,1.637346010459097,0.6232600732600733,0.8322967767715455,0.001,0.2073004253600773
7,1.5112481493698924,0.569866344332695,0.9413817979787525,0.5797339144505953,0.0,0.0,1.5826090072330676,0.6272893772893773,0.9711584687232971,0.001,0.19831711524411252
8,1.521014850390585,0.5769182357348894,0.9440966201455969,0.5776883897028471,0.0,0.0,1.5788568979815434,0.6261904761904762,2.473262149095535,0.001,0.19667152040883115
9,1.4950876832008362,0.5593438893556595,0.9357437820811021,0.5733626069206941,0.0,0.0,1.557499386762318,0.6261904761904763,2.679025638103485,0.001,0.19578200617903158
10,1.482024914339969,0.555740024698408,0.926284881014573,0.5691351043550592,0.0,0.0,1.513586439584431,0.6326007326007326,0.8400938034057617,0.001,0.19626535083118238
11,1.4777182842555798,0.5601064421628651,0.9176118405241716,0.5704152787986555,0.0,0.0,1.4824636233480353,0.6047619047619048,3.5841292262077333,0.001,0.191454663480583
12,1.4718221206414073,0.5546830374943582,0.9171390862841355,0.5728422834684974,0.0,0.0,1.422713135418139,0.6238095238095238,1.5730543792247773,0.001,0.18022980501777247
13,1.4745252916687412,0.5616751854356966,0.9128501007431432,0.5704286098480225,0.0,0.0,1.4053368882129067,0.6217948717948718,0.9265877962112427,0.001,0.18484093719407133
14,1.4529141564118235,0.5567762012544432,0.8961379528045654,0.564079783464733,0.0,0.0,1.371867110854701,0.6238095238095239,1.1724598050117492,0.001,0.17683156697373642
15,1.4618137353344967,0.5636160530542073,0.8981976775746596,0.5680972274981047,0.0,0.0,1.3395664221362065,0.6249084249084249,1.1392344892024995,0.001,0.1764188401008907
16,1.4436104172154476,0.5484932653213802,0.8951171542468824,0.5642114477722269,0.0,0.0,1.3070079339177985,0.6269230769230769,4.829906630516052,0.001,0.17253136281904422
17,1.4359685370796604,0.5523458695725391,0.8836226651543065,0.5657166524937278,0.0,0.0,1.2545412214178788,0.615018315018315,1.5295144379138947,0.001,0.16478454635331505
18,1.4331872557338916,0.556467960539617,0.8767192912729163,0.5576591836778741,0.0,0.0,1.2233704046199196,0.5886446886446887,1.888348013162613,0.001,0.1674743028063523
19,1.4247864892608242,0.547078945919087,0.8777075519687251,0.5605933877982592,0.0,0.0,1.200558442818491,0.6183150183150183,1.0870406985282899,0.001,0.16316576537333036
20,1.4331136628201133,0.5591749462642168,0.8739387173401681,0.5641498879382485,0.0,0.0,1.1784412829499495,0.6137362637362638,1.3191934466361999,0.001,0.16510396137049324
21,1.4097946631281,0.5430215808906054,0.8667730767475931,0.5558184416670549,0.0,0.0,1.1350320765846653,0.6073260073260074,0.4922090768814087,0.001,0.1604277738615086
22,1.4036483356827183,0.5451417039883765,0.8585066356157002,0.5545103644069872,0.0,0.0,1.1203974171688682,0.6173992673992674,0.8419455528259278,0.001,0.1597706561810092
