epoch,train_loss,train_task_loss,train_kd_loss,train_kl_loss,train_path_loss,train_topo_loss,train_topk_loss,val_metric,val_loss,lr,train_subgraph_loss
1,1.7067532382513348,0.6341808030479833,1.0725724336348081,0.6268775039597562,0.0,0.0,2.023960028824053,0.5527472527472528,1.2590801537036895,0.001,0.22391320451309807
2,1.5918597265293724,0.595345214009285,0.9965145117358157,0.5912918244537554,0.0,0.0,1.835438050721821,0.6170329670329671,1.7223641514778136,0.001,0.20909761794303594
3,1.546992910535712,0.5743954307154605,0.9725974688404485,0.5835624290140051,0.0,0.0,1.7344159264313548,0.6252747252747253,2.1123346984386444,0.001,0.21206422228562205
4,1.5553960078640987,0.579748767771219,0.9756472424456948,0.5884768617780585,0.0,0.0,1.6891242453926487,0.6195970695970696,1.737626999616623,0.001,0.20741105981563268
5,1.5118489736004879,0.5638149592437243,0.9480340135724921,0.5747849713814887,0.0,0.0,1.6499602418196828,0.6261904761904762,3.1813439786434174,0.001,0.20019372591846868
6,1.5178007326628034,0.5768606858818155,0.9409400412910863,0.5737467196426893,0.0,0.0,1.6442905319364447,0.6164835164835165,2.103116399049759,0.001,0.20783519391950808
7,1.5127157474818982,0.5696357786655426,0.9430799735219855,0.5779499301784917,0.0,0.0,1.5891411806407727,0.632967032967033,2.3918326616287233,0.001,0.1979800909757614
8,1.511016651203758,0.5723541386817631,0.9386625101691798,0.582467645406723,0.0,0.0,1.5579817044107538,0.6298534798534798,1.027652418613434,0.001,0.19614345462698685
9,1.5066001791703074,0.5718099498435071,0.9347902285425287,0.5776074387525257,0.0,0.0,1.530279328948573,0.6051282051282052,1.195660400390625,0.001,0.18783351347634666
10,1.4797316946481402,0.5574009504757429,0.9223307402510392,0.5689710080623627,0.0,0.0,1.5036714139737581,0.6397435897435898,0.6915467023849488,0.001,0.19191936011377134
11,1.476604467944095,0.5585218009195829,0.9180826732986852,0.568690339201375,0.0,0.0,1.4854816449315924,0.6108058608058609,0.8216605305671691,0.001,0.1892905094121632
12,1.481332308367679,0.5639152989575738,0.9174170149000067,0.569202723471742,0.0,0.0,1.4641285381819074,0.6269230769230769,1.1779633641242981,0.001,0.19083373170149953
13,1.4790149927139282,0.5607853414196717,0.9182296442358118,0.5739533109100241,0.0,0.0,1.4445062781635083,0.6177655677655678,1.6470240473747253,0.001,0.18883976026585228
14,1.4600677584346973,0.5552789992407748,0.9047887686051821,0.5627463930531552,0.0,0.0,1.4233690970822384,0.6201465201465202,0.7381791472434998,0.001,0.1835771716739002
15,1.472391846932863,0.5661269002839139,0.9062649544916654,0.5653787459197798,0.0,0.0,1.3913369461109764,0.6098901098901098,1.6005229830741883,0.001,0.17986879693834404
16,1.4531353617969311,0.5521526619007713,0.9009827046017898,0.5669650498189425,0.0,0.0,1.3865200814447904,0.6454212454212453,0.8738063454627991,0.001,0.18011850706840815
17,1.4374179306783175,0.546001504126348,0.8914164414531306,0.561323062369698,0.0,0.0,1.3584969608407271,0.6380952380952382,0.6557031869888306,0.001,0.17902621038650213
18,1.428906130163293,0.5445546288239328,0.8843515013393602,0.5517591841911015,0.0,0.0,1.3522429278022365,0.6067765567765567,1.0712249040603639,0.001,0.17553394013329557
19,1.4310570641567832,0.5460095899669748,0.8850474624257338,0.5564488517610651,0.0,0.0,1.3188596305094267,0.635897435897436,3.758712136745453,0.001,0.1727087354581607
20,1.4276491874142696,0.5480442023590991,0.8796049874079855,0.5566542791692835,0.0,0.0,1.3022301761727584,0.5932234432234433,2.217635136842728,0.001,0.16928877799134506
21,1.4122347518017417,0.5393958099578556,0.8728389410596145,0.5534251191114125,0.0,0.0,1.2852135865311873,0.6265567765567766,0.5907066464424133,0.001,0.16787615810569964
22,1.4162288214031018,0.5366995436580557,0.8795292753922311,0.560947807211625,0.0,0.0,1.243111020640323,0.6095238095238096,0.8289911031723023,0.001,0.1654414279680503
23,1.4157956368044804,0.5381956241632763,0.8776000110726607,0.5612562377201883,0.0,0.0,1.208618324053915,0.6133699633699634,0.9359150052070617,0.001,0.1624118736700008
24,1.4156745734967684,0.5474580079317093,0.8682165663493308,0.558054498151729,0.0,0.0,1.1954470433686908,0.6208791208791209,0.9385735392570496,0.001,0.1636341541613403
25,1.398853245534395,0.5401768088340759,0.8586764178777996,0.5527637240133787,0.0,0.0,1.1484708817381608,0.6001831501831503,1.0291301369667054,0.001,0.1553254398076158
26,1.399346555534162,0.5422993090591932,0.8570472362794375,0.5576648939596979,0.0,0.0,1.097809142188022,0.643040293040293,1.901707500219345,0.001,0.15284493094996401
27,1.3824601487109536,0.5374252341295543,0.8450349161499425,0.5503063076420834,0.0,0.0,1.0442613112299066,0.6183150183150183,0.7730130314826965,0.001,0.14896059075468465
28,1.3833218216896057,0.5372539523400759,0.8460678709180731,0.5524213290528247,0.0,0.0,1.0168086666809886,0.6173992673992674,0.7346993088722229,0.001,0.14724738072407872
29,1.370795842848326,0.5383406822618685,0.8324551739190754,0.5501228319971185,0.0,0.0,0.9717695603245183,0.5987179487179487,0.5289249300956727,0.001,0.1460161863973266
30,1.3796763075025458,0.5398024704895521,0.8398738377972653,0.5579294358429155,0.0,0.0,0.9462678495206331,0.6067765567765568,1.8944657385349273,0.001,0.14461669208187805
31,1.3705885849500958,0.5402932935639432,0.830295288249066,0.5524931126519254,0.0,0.0,0.9042707822824779,0.6393772893772894,1.2621557891368866,0.001,0.14377690832081594
32,1.3471797924292714,0.5257987356499622,0.8213810481523213,0.5508269934277785,0.0,0.0,0.8710429354717857,0.667948717948718,0.6657765746116638,0.001,0.14052455578195422
33,1.348920048851716,0.5379592666500493,0.8109607884758397,0.5457079136057904,0.0,0.0,0.8511012243597131,0.523992673992674,0.5739845752716064,0.001,0.14036306738853455
34,1.3350469062202854,0.5213182372482199,0.8137286744619671,0.5464365207835248,0.0,0.0,0.835342863672658,0.5772893772893773,1.4473042249679566,0.001,0.14004662907437274
35,1.338633816493185,0.529271379897469,0.8093624365957159,0.5468862480238864,0.0,0.0,0.829025852052789,0.6120879120879121,1.6684464514255524,0.001,0.14009394300611397
36,1.349465743491524,0.5338320018429505,0.8156337455699318,0.5482088727386374,0.0,0.0,0.818879822367116,0.5727106227106228,0.567411507666111,0.001,0.13986057846953995
37,1.3359911975107694,0.5282093819818998,0.8077818218030428,0.5462310314178467,0.0,0.0,0.7971780002117157,0.6311355311355311,3.378876197338104,0.001,0.13923915240325427
38,1.3330859196813483,0.5283932113333752,0.8046927059951582,0.5498475338283338,0.0,0.0,0.7876830728430497,0.535897435897436,0.6167681455612183,0.001,0.1399209103301952
39,1.315728601656462,0.5154113416609011,0.8003172623483759,0.5401103818102887,0.0,0.0,0.7790154077504811,0.5928571428571429,2.1797794818878176,0.001,0.1384501092528042
40,1.3188260009414272,0.5139113029367045,0.8049147066317106,0.5465554547937292,0.0,0.0,0.7770404392167142,0.6452380952380952,0.692710816860199,0.001,0.14006210510668002
41,1.3017662449886924,0.5063534457432596,0.7954128023825193,0.5389962572800485,0.0,0.0,0.7713817232533505,0.6589743589743591,2.204041063785553,0.001,0.13931257963964813
42,1.3096194894690263,0.5146901050680562,0.794929386753785,0.5439638040567699,0.0,0.0,0.7615108286079607,0.610989010989011,0.5130501687526703,0.001,0.13875437704356094
43,1.3288620553518598,0.526660722337271,0.8022013400730333,0.5488016824973257,0.0,0.0,0.7611079921847895,0.5523809523809524,0.8368444681167603,0.001,0.13921814353058212
44,1.3459457660976208,0.5404620648998963,0.805483700413453,0.5499985367059708,0.0,0.0,0.755972085814727,0.6234432234432234,0.6054218053817749,0.001,0.1407116141758467
45,1.3292150560178255,0.5327492701379877,0.7964657858798379,0.5464094767445012,0.0,0.0,0.7618991905137112,0.6437728937728938,0.533042824268341,0.001,0.14018074481895096
46,1.3316722198536521,0.5377967953681946,0.7938754260540009,0.5487203880360252,0.0,0.0,0.7593938739676225,0.6326007326007326,1.0534987211227418,0.001,0.14001838823682383
47,1.304751847919665,0.5192936980410626,0.7854581632112202,0.5341929605132655,0.0,0.0,0.7497907343663668,0.6732600732600733,1.6041761696338654,0.001,0.1415802816811361
48,1.319323247984836,0.5233341878966281,0.7959890616567511,0.5444905695162321,0.0,0.0,0.7547287595899481,0.5851648351648352,2.6753385841846464,0.001,0.13976505614425005
49,1.3378299380603589,0.5352988219574878,0.8025311200242293,0.5539066501353916,0.0,0.0,0.752199085135209,0.6271062271062271,1.9229068160057068,0.001,0.13991457537600868
50,1.3151479802633588,0.5234470751724745,0.791700907443699,0.5417864557943846,0.0,0.0,0.7449680755012914,0.6195970695970696,3.06691290140152,0.001,0.1409068760511122
51,1.3112798082201105,0.5238414069539622,0.7874384130302229,0.5372773440260636,0.0,0.0,0.742627424629111,0.624908424908425,0.8341227531433105,0.001,0.14148260692232534
52,1.2913217701409991,0.5084067692882136,0.7829149945786125,0.5363800682519612,0.0,0.0,0.7445075543303239,0.6236263736263736,1.3324991881847381,0.001,0.14085353538393974
53,1.3179893995586194,0.5300826155825665,0.7879067847603246,0.5423620194196701,0.0,0.0,0.7438845712887613,0.621978021978022,1.7040298342704774,0.001,0.14101121456999527
54,1.29757359153346,0.5096445475753985,0.7879290502322348,0.5395985182962919,0.0,0.0,0.737173634140115,0.6271062271062272,0.8398600101470948,0.001,0.14128820951047696
55,1.2991955092078762,0.5169221445133811,0.7822733709686681,0.5363746277595821,0.0,0.0,0.7377191640828785,0.6326007326007327,1.8326609253883361,0.001,0.14212453463359884
56,1.2968608282114331,0.5126244653212396,0.7842363621059217,0.5385131859465649,0.0,0.0,0.7374213447696284,0.6043956043956045,2.0953677713871004,0.001,0.14150876591080114
57,1.2844414930594594,0.5085696076091967,0.7758718885873493,0.5329693281336835,0.0,0.0,0.7411617871962095,0.6113553113553113,1.807745498418808,0.001,0.14195377203194717
58,1.3191124545900446,0.524367450883514,0.7947450154706052,0.5494160299238405,0.0,0.0,0.7395900283989153,0.6003663003663005,0.5195724457502365,0.001,0.14210336341669685
59,1.2788517412386442,0.5012928278822648,0.7775589117878362,0.534443293747149,0.0,0.0,0.7391010758123899,0.5998168498168498,1.6272713541984558,0.001,0.1419836012156386
60,1.2848177065974788,0.505452748191984,0.7793649638953962,0.5347042475876055,0.0,0.0,0.7365316183943498,0.6353479853479853,1.3189468920230865,0.001,0.1419586205953046
61,1.2898426244133396,0.513337854492037,0.7765047644314013,0.5345775210543683,0.0,0.0,0.7364703918758192,0.6564102564102564,0.5222648978233337,0.001,0.14188852416057335
62,1.3014907146755017,0.5202331393957138,0.7812575697898865,0.5389990265432157,0.0,0.0,0.7343592016320479,0.6428571428571428,0.7012930035591125,0.001,0.14197026016680817
63,1.269878327846527,0.4921775005365673,0.7777008288785031,0.5345271872846704,0.0,0.0,0.73415628232454,0.6412087912087912,2.610271912813187,0.001,0.14182351274709953
64,1.2994532773369236,0.5152438596675271,0.7842094161008534,0.5391111671924591,0.0,0.0,0.7357304472672311,0.6452380952380953,0.5808209657669068,0.001,0.1429707313838758
65,1.304338197959097,0.5254224915253488,0.7789157048652047,0.5380326454576693,0.0,0.0,0.7364088955678438,0.5813186813186814,3.441246712207794,0.001,0.14259775335851468
66,1.2941946010840566,0.5152276064220228,0.7789669930934906,0.5377136672797956,0.0,0.0,0.7337088490787306,0.6163003663003663,2.5000397145748137,0.001,0.1416319240080683
67,1.2773183992034511,0.5014671299018358,0.7758512638117138,0.5333348300896192,0.0,0.0,0.731443044386412,0.6531135531135531,1.0229706525802613,0.001,0.14213284712873006
68,1.2683883654443842,0.49761755921338735,0.7707708117208982,0.5335848182439804,0.0,0.0,0.7306785567810661,0.6384615384615385,0.6964660525321961,0.001,0.14314310527161547
69,1.3178481271392422,0.5363442458604512,0.7815038765731611,0.537822079501654,0.0,0.0,0.7308268845081329,0.6315018315018315,1.237625426054001,0.001,0.14142941958025881
70,1.296504324988315,0.5196646585276252,0.7768396688135046,0.540062676919134,0.0,0.0,0.7249595193486464,0.6408424908424908,2.502387189865112,0.001,0.14198163857585505
71,1.308355582387824,0.524679715696134,0.7836758666916898,0.5417317112809733,0.0,0.0,0.7296111803305777,0.6441391941391942,1.7819936990737915,0.001,0.14315317786837878
